City,ID Code,Latitude,Temperature,Humidity,Cloudiness,Wind
La Ronge,6050066,55.1,84.2,37,40,10.29
Airai,1651810,-8.93,76.13,39,8,0.58
Cayenne,3382160,4.94,75.2,100,0,3.36
Tuatapere,2180815,-46.13,46.0,97,49,1.99
New Norfolk,2155415,-42.78,51.01,70,75,8.05
Narsaq,3421719,60.91,51.8,66,31,5.82
Mayo,6068416,63.59,82.4,26,75,8.05
Vila Franca do Campo,3372472,37.72,69.8,100,75,9.17
Kahului,5847411,20.89,86.0,51,75,13.87
Damietta,358048,31.42,78.8,78,0,5.82
Okhotsk,2122605,59.36,59.21,56,94,8.39
Imbituba,3461370,-28.24,66.2,93,0,10.29
Mayumba,2399001,-3.44,71.81,88,72,7.87
San Policarpo,1688696,12.18,81.53,76,61,5.53
Kropotkin,540761,45.43,67.67,76,29,2.75
Poum,787487,41.28,66.2,68,0,5.82
Black Diamond,5902458,50.69,79.0,50,20,9.17
Varhaug,3132644,58.61,60.8,93,90,5.82
Cape Town,3369157,-33.93,57.2,82,75,26.4
Vao,588365,59.1,59.39,72,100,2.93
Parabel,1495586,58.71,58.67,73,9,2.26
Pisco,3932145,-13.71,71.6,30,90,8.05
Gat,2249901,14.69,77.0,78,40,6.93
Chokurdakh,2126123,70.62,42.83,57,53,6.2
Nichinan,1855476,31.65,84.2,74,75,8.05
Mar del Plata,3863379,-46.43,38.33,63,36,11.63
Athabasca,5887916,54.72,76.49,61,22,9.75
Yumen,1528998,40.29,71.45,43,49,11.3
Plotnikovo,1502847,55.04,48.2,100,40,4.47
Shurugwi,881164,-19.67,43.73,61,0,5.03
Thompson,6165406,55.74,84.2,30,75,8.05
Vila Frescainha,2732626,41.54,70.0,100,75,5.82
Anadyr,2127202,64.73,55.4,54,40,13.42
Krasnogorskoye,542356,57.7,51.83,97,23,6.76
Stykkisholmur,3412888,65.08,51.83,84,30,7.67
Alta Floresta,6316343,-9.87,75.2,73,0,2.37
Torbay,6167817,47.66,64.99,82,75,8.05
Sveti Nikole,785201,41.86,71.6,68,0,5.93
Chapais,5919850,49.78,66.2,52,90,11.41
Havelock,4470244,34.88,86.0,70,1,16.11
Thunder Bay,6166142,48.41,78.8,39,40,10.29
Birao,240210,10.3,72.53,89,100,6.38
Sistranda,3139597,63.73,61.0,93,75,2.24
Mount Vernon,7258318,38.73,87.01,78,75,17.22
Mozarlandia,3456642,-14.74,74.33,44,75,3.27
Upernavik,3418910,72.79,43.55,82,0,10.63
Barrow,3833859,-38.31,40.67,63,0,1.66
Saint-Francois,2980080,46.42,69.8,68,0,2.24
Dharmadam,1272856,11.78,73.4,100,90,4.7
Longyearbyen,2729907,78.22,44.6,87,75,2.24
Meulaboh,1214488,4.14,80.63,76,77,9.01
Rawson,3839307,-43.3,40.67,57,0,12.26
Mahajanga,1062663,-15.72,64.4,68,0,4.7
Chabahar,1161724,25.29,84.2,83,40,6.93
Dawson Creek,5935804,55.76,80.6,32,1,10.29
Kintampo,2299625,8.05,73.43,89,64,8.21
Petropavlovsk-Kamchatskiy,2122104,53.05,64.4,63,100,2.24
Sao Miguel do Araguaia,3448455,-13.28,73.79,44,83,3.49
Tuktoyaktuk,6170031,69.44,57.2,87,90,6.93
Mmabatho,975436,-25.85,37.4,69,0,6.93
Smirnykh,2121126,49.74,64.07,89,94,5.41
Jacareacanga,3397763,-6.22,78.65,60,2,0.65
Gornopravdinsk,1506268,60.06,57.59,64,15,4.65
Hofn,2630299,64.25,40.85,95,98,9.86
Lompoc,5367788,34.64,82.0,72,1,13.87
Palestine,4717232,31.76,93.99,78,1,6.93
Kavieng,2094342,-2.57,81.71,82,48,13.35
Maningrida,2067089,-12.05,72.71,47,95,9.78
Namatanai,2090021,-3.66,79.37,83,74,15.1
Sorland,3137469,67.67,52.19,89,12,6.15
Nelson Bay,2155562,-32.72,66.99,62,0,11.41
Berdigestyakh,2026861,62.1,69.65,46,0,3.11
Sao Lourenco do Sul,3448596,-31.37,60.01,96,100,3.89
Severo-Kurilsk,2121385,50.68,46.07,95,100,13.67
Potosi,3907584,-19.59,40.85,32,1,9.84
Bethel,5880568,60.79,69.8,64,90,5.82
Chai Badan,1611424,15.2,78.65,92,100,3.51
Leshukonskoye,535839,64.9,49.13,96,100,10.42
Japura,1642773,-0.42,73.79,93,84,2.04
Tura,2014833,64.27,65.87,56,73,4.05
Port Elizabeth,4501427,39.31,84.0,94,1,4.7
Touros,3386213,-5.2,77.0,83,75,9.17
Ancud,3899695,-41.87,39.2,93,40,2.24
Alto Piquiri,3472437,-24.02,70.37,69,3,10.4
Hvide Sande,2619537,56.01,63.0,100,0,9.17
Schuttorf,2835587,52.32,69.01,88,0,2.24
Paramonga,3933024,-10.68,60.65,90,77,15.35
Deputatskiy,2028164,69.3,47.15,52,76,4.43
Arraial do Cabo,3471451,-22.97,69.8,83,20,16.11
Benton Harbor,4985711,42.12,71.01,60,1,8.05
Naze,2337542,5.43,71.99,98,69,4.23
Zemio,235826,5.02,67.85,92,100,1.32
Clyde River,5924351,70.47,41.0,93,20,16.11
Alice Springs,2077895,-23.7,53.6,40,0,1.12
Buraydah,107304,26.33,82.4,34,0,3.36
Phuket,1151254,7.89,75.2,94,20,2.24
Sisimiut,3419842,66.94,39.77,97,89,18.19
Dali,1814092,34.79,77.75,67,20,3.13
Husavik,5961417,50.56,80.01,33,1,11.1
Barcelos,3665098,-0.97,75.23,87,54,1.61
Marsh Harbour,3571913,26.54,84.23,77,100,19.98
Ranong,1150965,9.96,75.2,100,20,6.73
Fare,4034496,-16.7,78.83,80,73,18.77
Luena,3347719,-11.78,49.49,40,0,1.9
Svetlaya,2015852,46.54,70.37,84,100,5.64
Port Macquarie,2152659,-31.43,68.0,67,0,5.82
Litovko,2020738,49.24,71.99,92,98,7.29
La Palma,3687505,5.36,74.33,81,77,2.82
Sitka,4267710,37.17,82.99,40,14,4.0
Yar-Sale,1486321,66.83,52.73,76,14,13.33
Tonder,2611497,54.93,62.6,100,20,3.36
Unai,3445764,-16.36,63.53,66,96,3.33
Edeia,3464363,-17.34,71.99,53,36,8.37
Grand Gaube,934479,-20.01,69.8,73,75,11.41
Brest,629634,52.09,57.23,75,17,6.44
Flinders,6255012,-34.58,64.99,41,0,11.41
Tessalit,2449893,20.2,90.35,34,83,4.81
Mirzapur,1262995,25.15,84.2,79,20,3.36
Corumba,3465342,-19.0,78.8,83,32,6.93
Alofi,4036284,-19.06,77.0,53,40,10.29
College,5859699,64.86,81.0,36,1,0.85
Pacific Grove,5380437,36.62,96.01,60,20,8.05
Avera,4231997,33.19,91.99,41,1,10.29
Boa Vista,3664980,2.82,77.0,88,40,6.2
Nioro,2413070,13.79,78.29,59,79,11.07
Kalamazoo,4997787,42.29,75.2,60,40,5.82
Lumby,6061958,50.25,88.0,37,75,16.11
Kavaratti,1267390,10.57,82.97,77,100,21.68
Shaowu,1795857,27.34,80.63,78,23,3.11
Khudat,586001,41.63,70.19,67,35,4.03
Santa Rosa,3835994,-36.62,43.01,40,0,4.5
Fukue,1848373,35.03,88.0,88,40,3.36
Yashkul,468747,46.17,73.43,50,0,4.32
Ahuimanu,5856516,21.44,84.2,83,75,6.93
Ostrovnoy,556268,68.05,47.87,62,14,7.02
Nakamura,1856057,35.17,88.0,88,40,3.36
Arlit,2447513,18.74,97.37,25,0,12.68
Clarksville,4613868,36.53,73.99,100,90,4.7
Kaihua,1789001,29.14,81.71,82,7,2.01
Plainview,5528450,34.18,84.0,47,75,9.17
Vestmannaeyjar,3412093,63.44,53.81,90,100,7.78
Beatrice,5063646,40.27,77.0,53,1,6.93
Juegang,1804979,32.31,91.99,66,55,7.0
Mahebourg,934322,-20.41,69.8,73,75,11.41
Palmer,2067070,-34.85,55.99,82,75,19.46
Mecca,104515,21.43,81.53,25,0,3.24
Cockburn Town,3576994,21.46,82.43,79,4,18.21
Banda Aceh,1215502,5.56,83.33,68,96,6.15
Ponta do Sol,3453439,-20.63,60.47,71,83,6.15
Hasaki,2112802,35.73,77.0,100,75,3.36
Ternate,1682474,14.29,82.4,83,75,3.36
Biak,1637001,-0.91,63.35,90,54,6.38
Puerto Colombia,3671497,10.99,82.4,78,20,13.87
Aklavik,5882953,68.22,71.6,53,40,4.7
Kwekwe,888710,-18.93,43.37,66,0,5.53
Fortuna,5563839,40.6,66.2,77,1,8.05
Soe,587876,57.91,61.0,100,90,3.36
Bubaque,2374583,11.28,79.91,83,82,11.81
Bhadrachalam,1276328,17.67,76.85,94,96,4.07
Provideniya,4031574,64.42,50.0,81,90,11.18
Mazamari,3935102,-11.33,39.41,95,36,2.44
Russell,4278471,38.9,82.4,39,1,14.99
Sao Felix do Xingu,3388847,-6.64,75.05,60,0,3.06
Tashtyp,1490036,52.8,55.97,79,43,1.05
Chunhuhub,3530691,19.59,93.23,36,40,5.75
Kailua,5847486,21.39,84.2,83,75,6.93
Tiksi,2015306,71.64,63.53,36,57,13.24
Stonewall,6157355,50.13,80.6,32,20,11.41
Jucurutu,3397108,-6.03,77.03,67,82,15.37
Rosita,3618337,13.92,78.65,77,100,3.15
Buin,3897774,-33.73,42.8,81,0,5.82
Saint-Philippe,6138908,45.36,73.0,82,90,4.03
Walker,5013924,43.01,75.99,38,1,13.87
Portree,2640006,57.41,62.01,94,100,17.0
Tomakomai,2127733,42.65,66.2,100,75,12.75
Samarai,2132606,-10.62,75.23,91,91,8.9
Le Port,3036965,42.87,79.0,44,54,6.26
Norman Wells,6089245,65.28,75.2,50,75,6.93
Bulgan,2032201,48.81,53.45,96,100,6.82
Todos Santos,3981432,23.45,88.0,54,75,17.22
Salalah,286621,17.01,78.8,94,90,2.24
Riosucio,3670719,5.42,73.4,83,40,13.87
Coquimbo,3893629,-29.95,51.8,71,0,12.75
Samfya,899274,-11.37,48.23,93,0,4.83
Dingle,1714733,11.0,79.73,77,100,0.63
Quatre Cocos,1106643,-20.21,69.8,73,75,11.41
Eyl,60019,7.98,76.85,52,60,30.49
Gizo,6693679,31.8,77.0,83,40,6.93
Uhlove,690820,44.82,73.79,68,11,3.11
Cabo San Lucas,3985710,22.89,89.01,74,75,11.41
Durres,3185728,41.32,68.0,88,0,2.24
Altar,4018700,30.72,98.01,33,39,5.01
Licheng,1803790,24.5,80.09,89,94,2.37
Tursunzoda,1220301,38.51,73.4,43,0,2.24
Ambulu,1621313,-8.35,71.09,88,1,4.16
Machhlishahr,1264643,25.69,84.2,79,20,3.36
Fasa,134721,28.94,82.4,32,12,8.48
Nanortalik,3421765,60.14,39.41,96,99,4.34
Huaibei,1807700,33.96,91.99,68,65,1.01
Saldanha,2737599,41.42,73.61,53,74,2.48
Kholmogory,549748,64.23,53.6,81,0,2.24
Karachi,1174872,24.87,86.0,79,40,6.93
Santa Isabel do Rio Negro,3662489,-0.41,74.87,94,92,2.48
Villany,3042871,45.87,69.01,88,0,6.93
Rocha,3440777,-34.48,49.13,80,89,10.33
Sao Filipe,3374210,14.9,75.77,86,35,15.66
Yermakovskoye,1485904,53.28,61.19,80,16,1.05
San Pedro,3428576,-33.68,51.01,71,97,1.99
Ginir,336454,7.14,56.15,93,30,7.05
Uchaly,479704,54.32,49.85,96,84,2.98
Chimoio,1049261,-19.11,53.6,76,0,2.06
Moron,3720455,18.56,81.89,70,69,1.95
Margate,2158744,-43.03,51.01,70,75,8.05
Tuy Hoa,1563281,13.08,82.07,62,100,10.76
Surt,2210554,31.21,78.83,68,0,8.52
Tynda,2014718,55.15,50.57,91,100,13.69
Labuhan,1641899,-2.54,74.69,73,3,0.63
Newberry,5003435,46.35,69.8,37,1,8.05
Prince Rupert,6113406,54.32,66.2,82,40,6.93
Aksha,2028028,50.28,60.83,74,95,3.2
Biltine,244878,14.53,84.77,58,71,9.69
Tibati,2221530,6.47,65.51,97,97,1.45
Hammerfest,779683,70.66,55.4,93,20,9.17
Westlock,6179138,54.15,81.0,57,1,9.17
Leningradskiy,2123814,69.38,38.87,89,84,7.09
Sinnai,6539309,39.3,78.8,73,0,5.82
Kalabo,915471,-15.0,53.81,39,0,4.92
Burnie,2173125,-41.05,46.0,77,100,1.01
Bar Harbor,4957320,44.39,66.99,82,75,2.75
Lorengau,2092164,-2.02,82.97,74,94,8.77
Vaasa,632978,63.1,62.01,93,0,2.24
Zhigansk,2012530,66.77,64.79,31,17,7.4
Brownsville,4676740,25.91,91.4,66,20,16.11
Tigil,2120612,57.8,53.45,70,77,11.83
Lakhipur,1265239,26.03,79.73,86,100,13.53
Lagoa,2267254,37.14,75.99,83,0,2.24
Ajdabiya,89113,30.75,78.47,77,0,14.18
Prieska,964090,-29.67,50.39,20,0,11.59
Diez,2937018,50.37,71.01,64,1,1.68
Saint-Pierre,2995603,48.95,66.2,63,0,6.93
La Paz,4000900,24.15,84.2,62,75,6.93
Abu Dhabi,292968,24.47,91.4,84,0,3.36
Lalmohan,1185251,22.34,82.79,83,97,8.46
Saint-Augustin,6138501,45.63,73.0,60,75,3.36
Arcata,5558953,40.87,66.2,77,1,8.05
Constitucion,4011743,23.99,75.0,68,90,5.82
Roxas,1691446,10.32,81.53,72,77,4.5
Batagay-Alyta,2027042,67.8,56.15,44,15,3.62
Flin Flon,5954718,54.77,86.0,33,40,5.82
Makakilo City,5850554,21.35,84.2,65,75,12.75
Haverfordwest,2647311,51.8,64.99,100,27,4.7
Coahuayana,3981460,18.62,80.63,86,30,2.26
Ahipara,2194098,-35.17,64.99,100,29,3.0
Port Hedland,2063042,-20.31,60.8,29,19,5.82
Galle,2419533,10.08,71.09,98,99,3.89
Grindavik,3416888,63.84,55.4,87,75,4.7
Uarini,3661756,-2.98,78.8,94,20,2.1
Isangel,2136825,-19.55,73.4,60,75,5.82
Jackville,2290582,5.21,77.0,94,20,5.82
Tabou,2281120,4.42,73.25,93,98,5.55
Fulnek,3076116,49.71,69.01,77,0,2.82
Mogadishu,53654,2.04,74.51,77,100,15.93
Basco,4863349,40.33,79.0,60,1,6.93
San Cristobal,3609418,14.68,75.59,55,53,6.73
Ambon,3037899,47.55,69.01,77,20,10.29
Jackson,5828648,43.48,91.0,25,1,6.04
Lebork,3093739,54.54,64.0,82,0,11.41
Bud,7626370,62.91,60.8,87,100,4.7
Fort Nelson,5955902,58.81,78.8,41,40,6.93
Ulaangom,1515029,49.98,67.85,49,42,2.51
Bilma,2446796,18.69,90.53,33,0,9.17
Santa Vitoria do Palmar,3449747,-33.52,54.35,88,96,12.41
Arkansas City,4267661,37.06,87.8,40,20,19.46
Azuaga,2521436,38.26,80.01,52,0,5.99
Walvis Bay,3359638,-22.95,51.83,94,0,2.77
Bilibino,2126682,68.06,35.81,87,97,5.91
Tiarei,4033356,-17.53,82.4,61,75,18.34
Santa Fe,3836277,-31.62,55.99,51,100,8.01
Ratanpur,1193823,23.79,84.2,94,75,7.72
Kaeo,2189343,-35.1,64.0,100,2,3.0
Takoradi,2294915,4.89,74.15,90,82,5.88
Las Palmas,3667983,9.27,79.55,87,92,6.85
Srednekolymsk,2121025,67.46,40.13,90,100,11.9
Petrovsk-Zabaykalskiy,2017945,51.27,60.65,72,100,9.01
Harper,4696310,30.3,95.0,28,1,6.93
Ulety,2014369,51.36,58.85,77,100,6.44
Ranfurly,6116462,53.41,75.95,72,29,8.3
Vila,3164565,45.18,82.0,83,0,5.82
Sesheke,898905,-17.47,52.55,68,0,6.58
San-Pedro,2282006,4.75,71.45,97,100,3.58
Beringovskiy,2126710,63.05,48.77,77,100,2.42
Mehamn,778707,71.03,52.55,92,5,2.37
Haines Junction,5969025,60.75,66.95,48,78,8.25
Nhulunbuy,2064735,-12.18,75.2,73,0,10.29
Ada,4529096,34.77,84.99,45,1,11.41
Lamar,5427957,38.09,82.4,42,75,14.99
Solnechnyy,2016307,50.72,58.31,98,100,3.11
Oum Hadjer,2426370,13.3,82.07,69,97,6.76
Shablykino,496159,52.85,62.09,97,99,7.25
Berlevag,780687,70.86,51.65,90,16,9.73
Billings,5640350,45.79,91.99,36,40,11.41
Keti Bandar,1174451,24.14,83.69,87,9,13.15
Matara,425378,-3.48,50.03,78,61,1.9
Mbandaka,2312895,0.05,72.53,84,18,2.82
Nemuro,2128975,43.32,64.4,72,75,11.41
Chanthaburi,1611269,12.61,84.99,94,40,1.12
Nome,4732862,30.04,86.0,88,90,3.36
San Francisco,3669881,1.17,68.0,77,20,5.82
Kloulklubed,7671223,7.04,78.8,88,90,6.93
Lodwar,189280,3.12,80.45,55,46,11.39
Antofagasta,3899539,-23.65,57.2,71,75,4.7
Yatou,2225940,3.63,75.2,100,75,2.24
Faanui,4034551,-16.48,78.83,81,36,19.15
Barra Patuca,3614835,15.8,82.43,80,40,10.87
Vardo,4372777,39.62,79.0,88,40,3.36
Road Town,3577430,18.42,84.2,74,20,8.05
Lodja,211647,-3.52,71.09,45,26,0.58
Jamalpur,1185106,24.93,81.17,83,100,13.44
Xinqing,2033667,48.28,74.51,60,1,9.17
Juye,1804892,35.39,87.83,70,86,7.43
Kamenka,618453,48.03,57.99,91,81,4.7
Klaksvik,2618795,62.23,51.8,100,54,5.82
Abnub,362973,27.27,82.4,39,0,8.05
Acapulco,3533462,16.86,87.8,74,75,12.75
Bara,2347758,10.41,72.35,90,16,4.92
Lazaro Cardenas,3996234,28.39,93.2,17,40,11.41
Poya,2138522,-21.35,67.13,62,9,6.6
Siocon,1724435,11.03,82.79,73,93,3.91
Sibolga,1213855,1.74,80.45,77,99,0.56
Chuy,3443061,-33.69,54.89,81,100,15.52
Baijiantan,1529626,45.63,74.15,39,1,4.97
Shimoda,1852357,34.7,80.6,100,75,6.93
Sept-Iles,6144312,50.2,60.8,63,20,6.93
Olinda,2154386,-37.84,55.0,71,75,20.8
Tsaratanana,1055059,-16.8,51.83,77,15,11.36
Svetlogorsk,584051,53.14,60.8,77,75,8.95
Mount Isa,2065594,-20.73,68.0,24,0,6.93
Atasu,1526041,48.68,64.61,63,68,5.01
Laramie,5830062,41.31,77.0,27,1,8.05
Groton,5281020,42.61,68.0,100,90,4.7
Port Hardy,6111862,50.7,69.8,64,75,10.29
Sumbe,3346015,-11.2,70.55,84,61,12.21
Taoudenni,2450173,22.68,97.55,9,2,9.44
Lorch,2875909,48.8,66.99,72,0,3.36
Longhua,1805798,29.21,71.27,97,100,5.32
Oleksandrivka,698627,48.97,61.91,96,65,6.91
Puerto Leguizamo,3671437,-0.19,72.53,97,85,2.33
Lebu,344979,8.96,53.81,95,100,3.53
Dapaong,2367164,10.86,79.19,71,37,6.98
Storforshei,3145614,66.4,57.0,93,31,1.99
Mahibadhoo,1337605,3.78,83.51,74,74,12.06
Itupiranga,3397851,-5.13,77.0,73,0,0.89
Ixtapa,4004293,20.71,84.99,66,90,9.17
Roald,3141667,62.58,60.8,87,100,4.7
San Jeronimo,3929607,-13.65,47.15,93,9,4.29
Keflavik,3415496,64.0,55.4,87,75,4.7
Cidreira,3466165,-30.17,64.25,91,97,4.68
Erenhot,2037485,43.65,69.11,60,0,10.4
Siuri,1255955,23.91,83.51,76,55,9.51
Mundo Nuevo,3888214,-32.72,48.2,76,0,9.17
Sanming,1796663,26.24,75.59,84,7,3.29
Khilok,2022463,51.36,61.91,70,99,7.34
Winnemucca,5710360,40.97,98.6,9,1,10.29
Saquarema,3448011,-22.93,73.4,94,40,10.29
Yueyang,1927639,29.36,86.21,75,7,12.26
Suntar,2015913,62.16,66.59,48,0,4.5
Rio Grande,3451138,-32.03,61.0,96,97,4.61
Crixas,3465145,-14.55,72.53,45,68,4.85
Asyut,359783,27.18,82.4,39,0,8.05
Nijar,2513222,36.97,87.8,35,0,10.29
Luanda,2240449,-8.83,68.0,100,8,5.82
Gonaives,3724696,19.45,84.95,72,2,12.37
Cabinda,2243271,-5.56,71.09,91,0,6.71
Daru,2098329,-9.07,77.57,87,100,10.18
Khash,1160571,28.22,68.75,28,6,4.61
Zwedru,2272491,6.07,70.37,97,94,5.19
Tubuala,3700393,9.52,77.0,100,75,3.36
Padang,1633419,-0.92,81.89,68,100,3.24
Tamandare,3661980,-8.28,75.59,80,15,2.8
Zamosc,753866,50.72,62.6,72,0,4.7
Njombe,151479,-9.34,40.85,93,45,2.04
Teya,3526662,21.05,78.8,78,90,31.09
Veraval,3031871,49.65,66.99,72,0,8.05
Tateyama,1849876,36.66,82.99,88,75,3.36
Dusetos,599686,55.75,57.95,98,100,9.15
Omsukchan,2122493,62.53,33.29,83,100,10.58
Reynosa,3520339,26.07,95.0,52,1,13.87
Akdepe,601551,42.05,77.0,38,0,6.93
Mersing,1732826,2.43,74.87,92,89,1.97
Shobara,1851713,34.92,84.2,88,75,3.36
Okha,2122614,53.59,54.71,95,100,18.14
Fatehpur,1179305,31.18,95.75,43,0,8.68
Santa Ana,3984717,30.54,98.01,41,78,1.99
Kasongo,213940,-4.43,72.89,34,0,3.11
Bowen,2174444,-20.01,75.0,77,90,5.82
Sola,151211,-3.17,64.79,46,6,7.63
Garhi Khairo,1178858,28.06,95.57,36,1,3.44
Porbandar,1259395,21.64,83.15,86,31,12.73
Cape Canaveral,4149959,28.41,84.2,79,20,6.93
Tisul,1489554,55.76,50.75,89,0,2.37
Bama,1817135,24.14,76.13,93,100,2.62
Waipawa,2185329,-39.94,50.0,96,100,1.12
Teguise,2510573,29.06,69.8,77,20,14.99
Zhangye,1785036,38.94,64.79,49,97,6.89
Marshfield,4943204,42.09,73.99,94,90,8.05
Ures,3971596,30.73,93.99,49,81,4.0
Tome,2110596,38.69,69.8,100,75,4.7
Taicheng,1793700,22.25,87.01,68,91,3.91
Portsmouth,2639996,50.8,64.0,93,0,3.36
Caucaia,3402429,-3.73,75.2,88,75,13.87
Khor,2022317,47.88,71.09,94,99,10.33
Iskateley,866062,67.68,46.97,70,100,12.82
Ruteng,1629380,-8.61,73.25,65,0,3.42
Rockhampton,2151437,-23.38,68.0,72,0,4.7
Buritizeiro,3468720,-17.37,62.99,71,90,3.53
Axim,2303611,4.87,75.95,88,70,13.69
Dharchula,1272864,29.85,51.83,90,12,1.16
Latung,1629380,-8.45,73.25,65,0,3.42
Sabalgarh,1257928,26.25,89.09,56,60,4.52
Miri,2347470,10.31,69.83,90,55,2.44
Codrington,2160063,-28.95,62.6,93,40,5.82
Leninsk,536156,48.69,68.0,68,0,8.95
